,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD～H以外,month,wod_x,さっぽろ（南北線）,さっぽろ（東豊線）,すすきの,大通（南北線）,大通（東西線）,大通（東豊線）,wod_y,気温(℃),風向(度:0～359),風速(m/s),降水量(mm),積雪深(cm),J1,J2,J3,J4,J5
2020-12-18,176.0,129.0,47.0,27.0,3.0,0.0,3.0,11.0,3.0,12,4,44043,24896,8639,35686,18912,12620,4,-2.4756944444444446,284.1666666666667,0.6611111111111111,1.0,4.388888888888889,2595.5324675324673,1502.4285714285713,1803.8701298701299,1373.3506493506493,846.6103896103896
2020-12-19,435.0,305.0,130.0,90.0,12.0,8.0,5.0,4.0,11.0,12,5,33121,16827,8230,28144,12250,8208,5,-6.953472222222222,305.15277777777777,0.8340277777777777,0.0,8.6875,2602.6103896103896,1678.7922077922078,1848.6883116883116,1274.7012987012988,865.6753246753246
2020-12-20,363.0,261.0,102.0,52.0,26.0,9.0,6.0,3.0,6.0,12,6,25589,12889,6494,21512,8605,5894,6,-6.111805555555556,264.38194444444446,0.5270833333333333,2.5,12.0625,2595.805194805195,1545.8311688311687,1677.7532467532467,1191.4935064935064,851.9090909090909
2020-12-21,250.0,149.0,101.0,69.0,9.0,2.0,2.0,11.0,8.0,12,0,43093,24920,7905,34078,18325,12311,0,-2.736111111111111,266.0486111111111,0.44583333333333336,0.0,11.243055555555555,2588.5584415584417,1524.0,1704.2077922077922,1287.5844155844156,822.9090909090909
2020-12-22,300.0,179.0,121.0,98.0,6.0,2.0,4.0,3.0,8.0,12,1,42381,24438,8038,34185,18327,12207,1,1.3375,191.73611111111111,0.3854166666666667,0.0,9.208333333333334,2428.7402597402597,1355.3896103896104,1503.7792207792209,1352.1298701298701,813.9350649350649
2020-12-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,43146,24776,8226,35043,18587,12139,2,1.6749999999999998,215.88888888888889,0.25069444444444444,0.0,7.701388888888889,2456.311688311688,1422.3116883116884,1544.2077922077922,1379.4675324675325,929.4675324675325
2020-12-24,229.0,166.0,63.0,50.0,3.0,1.0,4.0,3.0,2.0,12,3,43753,25274,8351,35350,19028,12378,3,2.461111111111111,237.20138888888889,0.5243055555555556,0.5,6.118055555555555,2441.3636363636365,1559.3766233766235,1651.155844155844,1275.2987012987012,699.4285714285714
2020-12-25,226.0,173.0,53.0,28.0,6.0,5.0,6.0,4.0,4.0,12,4,47250,26072,9701,39439,20400,13568,4,-0.9743055555555556,297.4583333333333,0.7368055555555555,2.5,7.548611111111111,2622.8311688311687,1546.2207792207791,1807.6753246753246,1380.2077922077922,779.3376623376623
2020-12-26,357.0,256.0,101.0,63.0,18.0,5.0,8.0,2.0,5.0,12,5,32720,16256,8839,28106,12171,7869,5,-4.867361111111111,288.59722222222223,0.7562500000000001,2.0,11.479166666666666,2599.5324675324673,1653.2337662337663,1726.8051948051948,1207.5454545454545,881.6623376623377
2020-12-27,853.0,574.0,279.0,173.0,64.0,11.0,10.0,10.0,11.0,12,6,25987,12943,7388,22677,9165,6214,6,-3.41875,264.0833333333333,0.5944444444444444,0.0,11.666666666666666,2561.012987012987,1601.3506493506493,1611.2467532467533,1156.2337662337663,916.5064935064935
2020-12-28,640.0,425.0,215.0,110.0,53.0,17.0,6.0,11.0,18.0,12,0,39104,21017,9193,32612,16921,10755,0,-2.9305555555555554,296.1458333333333,0.5708333333333333,2.0,13.166666666666666,2585.5714285714284,1579.2727272727273,1804.5974025974026,1493.4285714285713,872.4935064935065
2020-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,30162,15568,8160,26350,11824,7799,1,-3.8256944444444443,270.1111111111111,0.5430555555555556,0.0,14.493055555555555,2584.8311688311687,1562.6883116883116,1680.2337662337663,1531.987012987013,906.2727272727273
2020-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,24803,12337,6971,20668,8811,5711,2,-6.792361111111111,264.03472222222223,0.44722222222222224,1.5,17.805555555555557,2547.025974025974,1744.6363636363637,1664.012987012987,1602.142857142857,973.5714285714286
2020-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,3,16945,8412,4481,11741,5396,3334,3,-8.904166666666667,239.29166666666666,0.4555555555555555,0.5,18.21527777777778,2579.4805194805194,1854.025974025974,1597.3636363636363,1432.3376623376623,1026.8051948051948
2021-01-01,791.0,591.0,200.0,94.0,30.0,13.0,19.0,30.0,14.0,1,4,8435,4058,3053,6203,2157,1635,4,-10.142758620689655,276.48275862068965,0.47862068965517246,0.0,17.806896551724137,2574.012987012987,2074.2337662337663,1583.2987012987012,1174.4545454545455,1038.6233766233765
2021-01-02,1429.0,989.0,440.0,258.0,96.0,16.0,19.0,32.0,19.0,1,5,23998,11448,5296,17537,6589,4386,5,-8.218055555555557,224.70138888888889,0.29791666666666666,4.0,19.78472222222222,2564.896103896104,2017.5714285714287,1573.7272727272727,1338.5324675324675,1118.4025974025974
2021-01-03,1335.0,837.0,498.0,292.0,102.0,27.0,19.0,37.0,21.0,1,6,23096,11175,5315,16694,6194,4249,6,-5.980555555555556,203.09027777777777,0.27569444444444446,2.5,26.368055555555557,2502.5194805194806,1655.4935064935064,1568.4025974025974,1147.077922077922,1048.5974025974026
2021-01-04,717.0,479.0,238.0,156.0,44.0,17.0,7.0,7.0,7.0,1,0,36582,19367,7432,29173,14497,9774,0,-5.905555555555555,263.56944444444446,0.4048611111111111,0.0,25.458333333333332,2566.181818181818,1743.7532467532467,1796.2337662337663,1380.3116883116884,1075.1948051948052
2021-01-05,752.0,426.0,326.0,191.0,53.0,28.0,12.0,23.0,19.0,1,1,38709,21395,8080,31825,16611,11188,1,-6.177083333333333,251.92361111111111,0.45972222222222225,0.0,22.71527777777778,2565.3246753246754,1715.948051948052,1829.6233766233765,1372.4935064935064,1145.2987012987012
2021-01-06,492.0,303.0,189.0,99.0,42.0,17.0,7.0,17.0,7.0,1,2,39425,22022,7907,31936,16945,11251,2,-6.803472222222222,217.59027777777777,0.3027777777777778,0.0,21.229166666666668,2590.4025974025976,1650.064935064935,1721.4545454545455,1469.6233766233765,1182.5714285714287
2021-01-07,287.0,152.0,135.0,57.0,53.0,6.0,6.0,4.0,9.0,1,3,38354,21870,7480,31240,16734,11363,3,-6.064583333333333,237.375,0.60625,0.5,21.79861111111111,2460.909090909091,1731.7402597402597,1814.5584415584415,1393.7402597402597,1124.4805194805194
2021-01-08,487.0,277.0,210.0,63.0,104.0,8.0,2.0,6.0,27.0,1,4,40319,22849,8220,32580,17531,11659,4,-5.529166666666667,263.5416666666667,0.6868055555555556,7.0,40.166666666666664,2583.4155844155844,1717.3506493506493,1896.2857142857142,1471.090909090909,1218.2597402597403
2021-01-09,844.0,591.0,253.0,175.0,39.0,4.0,9.0,10.0,16.0,1,5,29455,14927,7739,25362,10954,7231,5,-5.920833333333333,241.56944444444446,0.4993055555555556,0.0,36.77777777777778,2585.181818181818,1848.4805194805194,1693.3766233766235,1381.909090909091,1344.9610389610389
2021-01-10,1402.0,856.0,546.0,362.0,99.0,10.0,31.0,17.0,27.0,1,6,24603,12405,6638,21489,8539,5628,6,-6.53125,252.58333333333334,0.41041666666666665,0.0,33.96527777777778,2570.883116883117,1824.077922077922,1749.1298701298701,1340.0389610389611,1372.4285714285713
2021-01-11,1119.0,729.0,390.0,255.0,98.0,4.0,11.0,15.0,7.0,1,0,23404,12021,6126,20111,8497,5594,0,-5.952083333333333,237.65972222222223,0.40902777777777777,0.0,32.0,2586.3636363636365,1676.5974025974026,1654.857142857143,1428.3766233766235,1367.6103896103896
2021-01-12,505.0,279.0,226.0,122.0,62.0,8.0,5.0,9.0,20.0,1,1,39524,23311,7599,32094,17402,11774,1,-2.4270833333333335,158.65972222222223,0.5986111111111111,1.0,31.47222222222222,2500.025974025974,1430.5194805194806,1688.3896103896104,1479.3116883116884,1329.6103896103896
2021-01-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,39326,23063,7574,31822,17786,11739,2,0.6916666666666667,213.15972222222223,0.42083333333333334,6.5,36.354166666666664,2442.844155844156,1488.8961038961038,1690.5454545454545,1430.1298701298701,1223.1168831168832
2021-01-14,371.0,184.0,187.0,94.0,61.0,0.0,5.0,12.0,15.0,1,3,39603,23418,7565,31926,17532,11786,3,-1.9361111111111111,262.375,0.7715277777777777,3.5,41.72222222222222,2554.012987012987,1515.5974025974026,1794.987012987013,1522.4155844155844,1257.6883116883116
2021-01-15,321.0,194.0,127.0,68.0,37.0,1.0,6.0,7.0,8.0,1,4,42570,24311,8616,34412,18708,12278,4,-3.0493055555555557,223.07638888888889,0.5687500000000001,0.0,38.78472222222222,2567.5454545454545,1551.8311688311687,1717.3116883116884,1511.4935064935064,1336.3246753246754
2021-01-16,852.0,519.0,333.0,197.0,93.0,5.0,12.0,10.0,16.0,1,5,29132,15351,7753,25799,11002,7644,5,0.6715277777777778,247.90972222222223,1.3048611111111112,6.0,38.25,2372.883116883117,1421.142857142857,1672.3246753246754,1359.1168831168832,1308.7532467532467
2021-01-17,1238.0,757.0,481.0,343.0,69.0,8.0,26.0,18.0,17.0,1,6,22410,11531,6238,19972,7926,5610,6,-5.279166666666667,178.19444444444446,0.4659722222222222,2.5,35.99305555555556,2533.116883116883,1601.7402597402597,1643.2727272727273,1321.4805194805194,1256.4415584415585
2021-01-18,430.0,250.0,180.0,87.0,68.0,0.0,6.0,15.0,4.0,1,0,40359,23979,7636,31812,17520,11727,0,-5.012499999999999,201.375,0.375,0.5,39.13194444444444,2530.4155844155844,1536.2077922077922,1735.4935064935064,1430.3636363636363,1259.6623376623377
2021-01-19,208.0,87.0,121.0,83.0,23.0,0.0,1.0,1.0,13.0,1,1,39073,22862,7095,30598,16902,11363,1,-6.978472222222222,305.02777777777777,0.8916666666666667,5.5,44.479166666666664,2516.844155844156,1746.3506493506493,1902.5194805194806,1387.2077922077922,1335.5064935064936
2021-01-20,261.0,194.0,67.0,63.0,0.0,0.0,2.0,1.0,1.0,1,2,40098,23533,7605,32291,17414,11701,2,-5.547916666666667,273.77777777777777,0.7020833333333333,0.0,45.611111111111114,2605.103896103896,1643.6103896103896,1896.3376623376623,1431.857142857143,1396.3506493506493
2021-01-21,276.0,182.0,94.0,54.0,13.0,2.0,9.0,9.0,7.0,1,3,40392,23507,7676,31827,17255,11625,3,-0.14513888888888887,183.79861111111111,0.3652777777777778,0.0,41.666666666666664,2448.779220779221,1440.8961038961038,1756.6363636363637,1418.3116883116884,1333.155844155844
2021-01-22,292.0,161.0,131.0,98.0,10.0,3.0,4.0,8.0,8.0,1,4,42676,24713,8599,33974,18411,12161,4,-0.7097222222222223,302.7916666666667,1.1,0.0,39.38194444444444,2543.974025974026,1588.0389610389611,1841.7922077922078,1380.090909090909,1289.1298701298701
2021-01-23,536.0,307.0,229.0,152.0,49.0,4.0,11.0,4.0,9.0,1,5,29833,15466,7845,26532,11225,7652,5,-4.238194444444444,255.08333333333334,0.41805555555555557,4.0,47.46527777777778,2538.6103896103896,1627.948051948052,1694.3896103896104,1383.5324675324675,1333.1688311688313
2021-01-24,1929.0,1242.0,687.0,525.0,97.0,8.0,21.0,16.0,20.0,1,6,23680,12208,6196,21444,8670,6031,6,-6.36875,269.9861111111111,0.3020833333333333,0.0,47.951388888888886,2504.948051948052,1585.4155844155844,1594.2467532467533,1327.6363636363637,1248.948051948052
2021-01-25,330.0,232.0,98.0,74.0,0.0,0.0,6.0,14.0,4.0,1,0,40257,23699,7870,32926,18131,12074,0,-1.4118055555555555,282.46527777777777,0.5756944444444445,0.0,41.916666666666664,2518.7922077922076,1464.2987012987012,1724.7662337662337,1403.025974025974,1241.2857142857142
2021-01-26,295.0,207.0,88.0,65.0,2.0,0.0,4.0,10.0,7.0,1,1,40081,23542,7704,32567,17854,12097,1,-2.009027777777778,173.98611111111111,0.6187499999999999,0.0,38.53472222222222,2507.12987012987,1495.909090909091,1724.2857142857142,1322.4155844155844,1229.7272727272727
2021-01-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,39938,23163,7787,32603,18153,12029,2,1.9874999999999998,233.49305555555554,1.3555555555555554,0.5,35.09722222222222,2447.4805194805194,1463.844155844156,1815.1948051948052,1472.948051948052,1202.4415584415585
2021-01-28,307.0,213.0,94.0,75.0,3.0,0.0,3.0,5.0,8.0,1,3,40996,23232,7735,32880,18415,12048,3,-2.9402777777777778,246.75694444444446,0.5326388888888889,0.0,32.0,2592.5454545454545,1523.2077922077922,1711.8961038961038,1417.8701298701299,1286.142857142857
2021-01-29,400.0,60.0,340.0,314.0,0.0,0.0,2.0,2.0,22.0,1,4,41834,23875,8433,33591,18139,12152,4,-1.2180555555555557,156.86805555555554,0.5895833333333333,10.0,44.27777777777778,2491.5194805194806,1508.5194805194806,1856.7662337662337,1340.5064935064936,1160.7532467532467
2021-01-30,421.0,255.0,166.0,96.0,50.0,5.0,3.0,5.0,7.0,1,5,29452,15879,7913,26613,11479,7751,5,-1.9444444444444444,289.21527777777777,1.0256944444444445,2.0,49.020833333333336,2530.155844155844,1616.8181818181818,1840.2207792207791,1296.1168831168832,1189.7272727272727
2021-01-31,1370.0,820.0,550.0,376.0,122.0,6.0,16.0,14.0,16.0,1,6,24188,12949,6356,21777,9102,6337,6,-4.052083333333333,275.05555555555554,0.6444444444444444,0.0,46.013888888888886,2547.753246753247,1584.844155844156,1705.6623376623377,1271.3376623376623,1275.077922077922
2021-02-01,287.0,189.0,98.0,76.0,3.0,1.0,3.0,9.0,6.0,2,0,41224,24075,7754,32943,18164,12034,0,-1.1597222222222223,170.59722222222223,1.067361111111111,1.0,43.25694444444444,2456.987012987013,1466.3506493506493,1738.4155844155844,1361.155844155844,1181.4935064935064
2021-02-02,207.0,156.0,51.0,27.0,6.0,0.0,7.0,7.0,4.0,2,1,40867,23628,7622,32300,17973,12048,1,-2.4652777777777777,311.7083333333333,1.0902777777777777,0.0,40.65277777777778,2498.5324675324673,1593.064935064935,1834.4675324675325,1419.5324675324675,1233.090909090909
2021-02-03,104.0,82.0,22.0,14.0,4.0,0.0,2.0,2.0,0.0,2,2,39923,23040,7516,31916,17458,11691,2,-9.865277777777777,283.6875,0.8194444444444444,0.0,39.46527777777778,2441.3246753246754,1795.6883116883116,2019.8311688311687,1444.6883116883116,1403.974025974026
2021-02-04,179.0,124.0,55.0,23.0,3.0,13.0,2.0,4.0,10.0,2,3,40496,23404,7574,32335,17818,11802,3,-8.026388888888889,243.18055555555554,0.575,0.0,39.020833333333336,2534.6623376623374,1769.8701298701299,1966.4675324675325,1487.7142857142858,1516.909090909091
2021-02-05,235.0,155.0,80.0,58.0,2.0,0.0,4.0,11.0,5.0,2,4,42837,24205,8567,35292,18913,12447,4,-5.886805555555556,192.97222222222223,0.6486111111111111,0.0,38.31944444444444,2536.7402597402597,1667.1948051948052,1875.7142857142858,1554.1298701298701,1465.7922077922078
2021-02-06,1057.0,642.0,415.0,302.0,62.0,7.0,6.0,11.0,27.0,2,5,30574,16015,8118,27678,12102,7835,5,0.3513888888888889,244.71527777777777,0.51875,1.5,39.729166666666664,2384.818181818182,1545.6493506493507,1708.2207792207791,1379.4545454545455,1359.3376623376623
2021-02-07,1752.0,1059.0,693.0,492.0,151.0,4.0,12.0,24.0,10.0,2,6,23540,12577,6408,21186,8626,5880,6,-2.3979166666666667,308.59722222222223,0.9527777777777777,2.0,40.486111111111114,2484.181818181818,1544.857142857143,1681.7792207792209,1302.1948051948052,1317.1168831168832
2021-02-08,228.0,154.0,74.0,54.0,5.0,0.0,3.0,6.0,6.0,2,0,40953,23730,7730,32827,18091,12064,0,-6.543749999999999,279.93055555555554,0.6694444444444445,3.5,50.673611111111114,2550.896103896104,1688.8051948051948,1929.064935064935,1420.7792207792209,1424.857142857143
2021-02-09,350.0,226.0,124.0,91.0,8.0,1.0,3.0,14.0,7.0,2,1,40704,23604,7743,33379,18219,12032,1,-4.262499999999999,303.4236111111111,0.7888888888888889,0.0,46.875,2561.896103896104,1651.2857142857142,1880.2597402597403,1364.4025974025974,1418.5974025974026
2021-02-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,43138,24732,8686,35349,18996,12490,2,-2.1993055555555556,262.59027777777777,0.6548611111111111,0.0,44.611111111111114,2548.7402597402597,1579.7792207792209,1845.3506493506493,1470.935064935065,1417.7922077922078
2021-02-11,1820.0,1054.0,766.0,534.0,163.0,6.0,24.0,20.0,19.0,2,3,27211,13677,6740,23874,9886,6449,3,-0.9194444444444445,290.24305555555554,0.7569444444444444,0.0,44.729166666666664,2492.4285714285716,1481.4415584415585,1684.2857142857142,1304.948051948052,1357.3766233766235
2021-02-12,735.0,455.0,280.0,231.0,1.0,0.0,11.0,14.0,23.0,2,4,42856,23936,8835,35300,18852,12223,4,0.10138888888888889,223.57638888888889,0.30000000000000004,0.0,43.104166666666664,2532.4155844155844,1454.7402597402597,1769.7012987012988,1463.090909090909,1293.5324675324675
2021-02-13,2099.0,1273.0,826.0,592.0,139.0,7.0,33.0,25.0,30.0,2,5,31185,15994,8283,27230,12331,7931,5,1.09375,223.11805555555554,0.3138888888888889,0.0,41.09722222222222,2429.6623376623374,1502.1298701298701,1737.3896103896104,1388.090909090909,1367.3896103896104
2021-02-14,2714.0,1620.0,1094.0,755.0,250.0,5.0,27.0,31.0,26.0,2,6,24193,12461,6475,20778,8599,5800,6,1.5298611111111111,237.68055555555554,0.24583333333333332,0.0,39.125,2342.6753246753246,1466.8961038961038,1613.3376623376623,1255.5194805194806,1334.6753246753246
2021-02-15,239.0,157.0,82.0,64.0,5.0,1.0,2.0,2.0,8.0,2,0,41534,24060,7929,33170,17662,11934,0,3.9520833333333334,191.25694444444446,0.31180555555555556,8.0,35.833333333333336,2343.5584415584417,1582.1168831168832,1905.3116883116884,1420.5974025974026,1225.3376623376623
2021-02-16,113.0,93.0,20.0,12.0,5.0,1.0,1.0,0.0,1.0,2,1,43885,23231,7988,34001,18346,11905,1,0.09374999999999997,230.84722222222223,0.5277777777777778,9.0,32.833333333333336,2485.4155844155844,1482.3246753246754,1909.5064935064936,1438.935064935065,1210.922077922078
2021-02-17,282.0,197.0,85.0,72.0,0.0,0.0,4.0,1.0,8.0,2,2,40104,22616,8239,32734,17941,11834,2,-3.3194444444444446,208.72916666666666,0.5888888888888889,1.5,36.548611111111114,2586.9220779220777,1517.844155844156,1828.948051948052,1451.7532467532467,1224.6493506493507
2021-02-18,225.0,173.0,52.0,26.0,3.0,1.0,2.0,17.0,3.0,2,3,41482,23674,8288,33639,18084,12214,3,0.2868055555555556,330.7291666666667,1.61875,8.0,38.083333333333336,2512.285714285714,1512.090909090909,2091.935064935065,1380.025974025974,1194.4025974025974
2021-02-19,524.0,235.0,289.0,240.0,2.0,1.0,7.0,14.0,25.0,2,4,44033,24787,9293,36150,19753,12484,4,0.575,239.11111111111111,0.5763888888888888,1.0,41.0625,2518.883116883117,1463.5324675324675,1990.7142857142858,1527.4935064935064,1262.7922077922078
2021-02-20,1574.0,938.0,636.0,438.0,117.0,7.0,27.0,22.0,25.0,2,5,32703,16547,8984,28516,12146,7849,5,2.5694444444444446,234.30555555555554,0.7381944444444444,1.0,36.229166666666664,2404.87012987013,1539.3116883116884,1898.922077922078,1344.3506493506493,1287.7532467532467
2021-02-21,2610.0,1502.0,1108.0,736.0,265.0,23.0,27.0,28.0,29.0,2,6,25115,12964,7009,22085,9074,5913,6,-1.4729166666666667,305.1111111111111,0.7993055555555556,0.0,32.875,2560.844155844156,1466.2337662337663,1921.857142857143,1272.6623376623377,1265.7532467532467
2021-02-22,736.0,519.0,217.0,154.0,31.0,3.0,5.0,14.0,10.0,2,0,42174,23533,9060,34958,18221,12035,0,-0.6090277777777778,223.26388888888889,0.5083333333333333,0.0,31.88888888888889,2488.5584415584417,1431.6363636363637,2048.805194805195,1419.974025974026,1298.5584415584415
2021-02-23,1910.0,1070.0,840.0,572.0,184.0,19.0,17.0,25.0,23.0,2,1,26108,12865,6743,22037,9160,6151,1,-1.4409722222222223,276.40972222222223,0.8812500000000001,2.0,33.958333333333336,2519.311688311688,1480.7272727272727,1996.5844155844156,1302.6103896103896,1388.9610389610389
2021-02-24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,45160,24181,8510,34840,19388,12347,2,-3.884722222222222,280.00694444444446,0.7111111111111111,0.0,35.06944444444444,2583.1688311688313,1573.051948051948,2184.7922077922076,1431.2987012987012,1393.8051948051948
2021-02-25,496.0,326.0,170.0,94.0,10.0,25.0,8.0,17.0,16.0,2,3,44841,24778,9193,36097,20033,12838,3,-3.834027777777778,279.02777777777777,0.6770833333333334,0.0,34.34722222222222,2595.3246753246754,1581.8051948051948,2233.7922077922076,1418.8181818181818,1442.8701298701299
2021-02-26,502.0,319.0,183.0,122.0,12.0,2.0,7.0,15.0,25.0,2,4,48226,26641,9968,39207,20385,13527,4,-4.066666666666666,273.5625,0.7777777777777778,5.0,36.68055555555556,2492.7012987012986,1642.6103896103896,2241.194805194805,1404.0,1380.1298701298701
2021-02-27,672.0,424.0,248.0,134.0,73.0,4.0,18.0,2.0,17.0,2,5,32603,17582,9190,29389,12944,8771,5,-3.654166666666667,283.4583333333333,0.5833333333333334,6.0,48.97222222222222,2537.2077922077924,1528.2077922077922,2010.4545454545455,1342.7012987012988,1353.6363636363637
2021-02-28,2762.0,1657.0,1105.0,748.0,236.0,8.0,44.0,23.0,46.0,2,6,26951,13586,7507,24399,9884,6395,6,-0.6298611111111111,198.01388888888889,0.33541666666666664,0.0,43.6875,2414.246753246753,1447.1038961038962,1977.142857142857,1385.4415584415585,1403.5064935064936
2021-03-01,308.0,230.0,78.0,68.0,1.0,1.0,3.0,2.0,3.0,3,0,42856,24393,8605,36310,18747,12643,0,0.6965277777777777,292.5486111111111,0.8076388888888889,3.0,39.28472222222222,2414.0,1591.6623376623377,2070.974025974026,1432.0,1389.6883116883116
2021-03-02,115.0,100.0,15.0,4.0,8.0,1.0,1.0,1.0,0.0,3,1,39870,23269,7835,33950,18276,12269,1,-1.853472222222222,264.31944444444446,1.3229166666666667,20.5,59.86805555555556,2425.6363636363635,1670.1818181818182,2099.4285714285716,1465.9610389610389,1323.8831168831168
2021-03-03,212.0,171.0,41.0,31.0,1.0,0.0,5.0,3.0,1.0,3,2,42071,24210,8569,34686,18706,12538,2,-4.190972222222222,249.44444444444446,0.7784722222222222,4.5,57.11805555555556,2536.6623376623374,1633.6623376623377,2124.896103896104,1396.6493506493507,1417.3116883116884
2021-03-04,637.0,447.0,190.0,137.0,9.0,6.0,7.0,11.0,20.0,3,3,43090,24491,9048,35358,18206,12309,3,0.24513888888888888,151.00694444444446,0.9618055555555556,0.0,51.548611111111114,2450.4415584415583,1438.6233766233765,1988.9610389610389,1432.4935064935064,1237.012987012987
2021-03-05,737.0,478.0,259.0,205.0,5.0,2.0,14.0,15.0,18.0,3,4,45356,24869,9959,37770,19443,12581,4,6.123611111111111,172.41666666666666,0.9395833333333334,0.0,43.15277777777778,2211.6233766233768,1557.0,1790.5324675324675,1425.155844155844,1293.4545454545455
2021-03-06,688.0,423.0,265.0,150.0,59.0,8.0,19.0,2.0,27.0,3,5,33917,18018,9499,30291,12628,8528,5,-3.226388888888889,317.1666666666667,1.5402777777777779,1.5,36.833333333333336,2533.4415584415583,1652.4675324675325,2186.3636363636365,1420.2727272727273,1395.1688311688313
2021-03-07,2342.0,1451.0,891.0,589.0,210.0,30.0,24.0,16.0,22.0,3,6,27473,14374,7630,24389,9382,6412,6,-2.433333333333333,257.0833333333333,0.6576388888888889,0.0,36.125,2546.688311688312,1609.6363636363637,1966.1038961038962,1319.7662337662337,1356.1038961038962
2021-03-08,512.0,384.0,128.0,85.0,12.0,4.0,9.0,8.0,10.0,3,0,43015,24228,8645,34825,18139,12145,0,-0.2659722222222222,253.48611111111111,0.7659722222222222,0.0,36.0,2529.3246753246754,1386.2987012987012,2034.6883116883116,1364.909090909091,1398.5324675324675
2021-03-09,726.0,517.0,209.0,154.0,8.0,2.0,9.0,28.0,8.0,3,1,42569,24456,8694,34813,18197,12062,1,1.3972222222222221,164.96527777777777,0.5368055555555555,0.0,34.333333333333336,2409.4025974025976,1461.1818181818182,1923.935064935065,1379.935064935065,1326.3116883116884
2021-03-10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3,2,42409,24232,8728,34086,18018,12023,2,2.3375000000000004,278.86805555555554,1.4770833333333333,3.0,32.0625,2545.8194444444443,1398.8472222222222,1873.9722222222222,1395.861111111111,1114.2222222222222
2021-03-11,786.0,521.0,265.0,203.0,12.0,1.0,9.0,22.0,18.0,3,3,43599,24354,9188,35476,18833,12170,3,3.2118055555555554,206.29861111111111,0.2833333333333333,0.0,29.8125,2415.051948051948,1426.6233766233765,1822.090909090909,1431.2337662337663,1359.5454545454545
2021-03-12,913.0,647.0,266.0,192.0,3.0,8.0,15.0,28.0,20.0,3,4,46499,25098,10167,37857,19523,12310,4,3.5013888888888887,300.7708333333333,0.7166666666666667,1.0,25.03472222222222,2593.4025974025976,1481.1038961038962,1972.922077922078,1427.4415584415585,1514.5714285714287
2021-03-13,3272.0,1921.0,1351.0,954.0,237.0,40.0,42.0,32.0,46.0,3,5,35864,17430,9686,31206,12766,8284,5,3.8645833333333335,169.43055555555554,0.5659722222222222,0.0,19.09722222222222,2304.688311688312,1332.2207792207791,1799.1298701298701,1354.922077922078,1481.2597402597403
2021-03-14,3483.0,2013.0,1470.0,996.0,300.0,58.0,51.0,20.0,45.0,3,6,27952,13897,7844,24161,9457,6055,6,6.1819444444444445,309.4791666666667,0.9840277777777777,0.0,12.277777777777779,2161.3246753246754,1347.090909090909,1731.5584415584415,1375.5064935064936,1500.4675324675325
2021-03-15,1203.0,806.0,397.0,273.0,31.0,39.0,14.0,30.0,10.0,3,0,43585,24565,8864,35725,18689,11951,0,5.586805555555555,292.1875,1.0604166666666666,0.0,4.576388888888889,2295.038961038961,1443.1948051948052,1938.6623376623377,1387.2467532467533,1428.5454545454545
2021-03-16,742.0,519.0,223.0,188.0,13.0,7.0,3.0,11.0,1.0,3,1,41631,24166,8645,34071,18067,11995,1,6.352777777777778,198.46527777777777,0.4861111111111111,0.0,0.4027777777777778,1978.1168831168832,1324.3766233766235,1662.3506493506493,1382.4415584415585,1215.4805194805194
2021-03-17,739.0,425.0,314.0,244.0,9.0,9.0,2.0,25.0,25.0,3,2,44537,25193,8903,34741,17928,12147,2,3.648611111111111,304.5416666666667,1.167361111111111,1.5,0.0,2424.4805194805194,1484.142857142857,1993.909090909091,1547.064935064935,1236.3376623376623
2021-03-18,502.0,324.0,178.0,132.0,2.0,12.0,3.0,10.0,19.0,3,3,44619,24901,8989,35173,17884,11962,3,2.33125,329.4166666666667,1.1208333333333333,2.5,0.0,2509.805194805195,1410.1168831168832,1951.4675324675325,1504.025974025974,1340.844155844156
2021-03-19,833.0,517.0,316.0,173.0,56.0,38.0,14.0,12.0,23.0,3,4,47206,25665,10276,37959,18752,12287,4,2.1354166666666665,295.25694444444446,0.8430555555555556,3.5,0.20833333333333334,2503.3376623376626,1526.155844155844,2044.6363636363637,1554.7272727272727,1042.2727272727273
2021-03-20,3800.0,2266.0,1534.0,1005.0,334.0,33.0,62.0,45.0,55.0,3,5,36708,18276,9766,29935,11736,7783,5,2.3854166666666665,204.39583333333334,0.7423611111111111,0.0,0.0,2313.116883116883,1333.7272727272727,1685.1168831168832,1372.9610389610389,1392.2727272727273
