,A:総入園者数,B:有料入園者数,C:無料入園者数,D:Cのうち幼児,E:Cのうち小学生,F:Cのうち中学生,G:Cのうち障がい者,H:Cのうち市内６５歳以上,I:CのうちD～H以外,month,wod_x,さっぽろ（南北線）,さっぽろ（東豊線）,すすきの,大通（南北線）,大通（東西線）,大通（東豊線）,wod_y,気温(℃),風向(度:0～359),風速(m/s),降水量(mm),積雪深(cm),J1,J2,J3,J4,J5
2019-10-05,2304.0,1357.0,947.0,559.0,172.0,11.0,39.0,76.0,90.0,10,5,50711,23693,20305,41448,17017,11761,5,14.834027777777777,317.2708333333333,1.0270833333333333,2.0,0.0,1696.0,869.5194805194806,1205.7792207792209,1514.8961038961038,644.974025974026
2019-10-06,7050.0,4118.0,2932.0,1623.0,758.0,85.0,111.0,199.0,156.0,10,6,43140,19676,17257,36079,14579,9582,6,11.792361111111111,276.25,0.5847222222222223,0.0,0.0,1551.6493506493507,888.7012987012987,1124.7662337662337,1511.974025974026,658.961038961039
2019-10-07,2336.0,1327.0,1009.0,515.0,158.0,10.0,47.0,119.0,160.0,10,0,54778,31146,14714,41450,21157,14879,0,12.629166666666666,195.83333333333334,0.5256944444444445,1.5,0.0,1460.8181818181818,968.7142857142857,1214.4285714285713,1402.1038961038962,713.3766233766233
2019-10-08,1012.0,576.0,436.0,173.0,122.0,12.0,18.0,55.0,56.0,10,1,55201,30841,14403,41008,20656,15258,1,15.85277777777778,197.01388888888889,0.44166666666666665,23.0,0.0,1269.5974025974026,865.077922077922,1203.7922077922078,1228.5584415584415,592.2207792207793
2019-10-09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,54882,30819,14622,42321,21302,14904,2,12.929861111111112,242.97916666666666,0.5472222222222222,3.5,0.0,1510.3636363636363,928.4155844155844,1255.077922077922,1552.3246753246754,672.7142857142857
2019-10-10,3140.0,1547.0,1593.0,781.0,246.0,6.0,57.0,319.0,184.0,10,3,56341,31275,15098,42616,21711,14635,3,14.947916666666666,173.17361111111111,0.33888888888888885,0.0,0.0,1304.2597402597403,778.3116883116883,1111.012987012987,1377.6363636363637,724.974025974026
2019-10-11,3195.0,1507.0,1688.0,890.0,146.0,3.0,48.0,263.0,338.0,10,4,59016,32278,17215,44485,21940,14869,4,17.88125,228.89583333333334,0.6263888888888889,0.0,0.0,1191.5324675324675,775.7922077922078,1162.6103896103896,1164.8831168831168,597.6883116883117
2019-10-12,4625.0,2696.0,1929.0,1045.0,515.0,37.0,92.0,137.0,103.0,10,5,50605,23121,18640,40182,16377,11393,5,15.429166666666667,330.21527777777777,0.8569444444444445,0.0,0.0,1521.1688311688313,985.2207792207793,1177.5974025974026,1197.5194805194806,579.3376623376623
2019-10-13,4538.0,2715.0,1823.0,1047.0,443.0,55.0,81.0,116.0,81.0,10,6,42701,21036,16890,34785,12967,9510,6,11.5,335.25,1.2944444444444445,0.0,0.0,1816.4675324675325,1035.7532467532467,1342.7402597402597,1478.5064935064936,681.077922077922
2019-10-14,6808.0,3890.0,2918.0,1614.0,753.0,116.0,108.0,198.0,129.0,10,0,37945,18160,13650,31708,12390,8617,0,10.412500000000001,278.0625,0.5631944444444444,2.5,0.0,1741.0389610389611,968.6363636363636,1356.8311688311687,1447.857142857143,733.9480519480519
2019-10-15,1785.0,976.0,809.0,307.0,242.0,17.0,27.0,151.0,65.0,10,1,55484,31227,15021,42795,21611,14798,1,9.386111111111111,307.7083333333333,1.0611111111111111,1.0,0.0,1842.090909090909,1079.7662337662337,1449.2467532467533,1802.5974025974026,768.3766233766233
2019-10-16,2095.0,1081.0,1014.0,541.0,69.0,98.0,51.0,129.0,126.0,10,2,56953,31755,15172,44672,21974,15162,2,10.14375,186.47222222222223,0.5097222222222223,0.0,0.0,1551.5064935064936,1015.7662337662338,1355.5844155844156,1764.2077922077922,795.0519480519481
2019-10-17,1853.0,1020.0,833.0,288.0,187.0,66.0,66.0,67.0,159.0,10,3,57675,31451,15255,43837,21825,15415,3,10.277083333333334,290.5,0.5902777777777778,1.0,0.0,1774.987012987013,1036.142857142857,1461.1038961038962,1727.142857142857,866.3506493506494
2019-10-18,2501.0,1381.0,1120.0,643.0,116.0,14.0,31.0,134.0,182.0,10,4,63148,35464,18058,46864,22729,15821,4,10.125694444444443,202.95833333333334,0.34097222222222223,0.0,0.0,1595.948051948052,1086.4675324675325,1436.909090909091,1726.1688311688313,805.1818181818181
2019-10-19,1005.0,735.0,270.0,84.0,89.0,8.0,23.0,11.0,55.0,10,5,54677,26662,19738,42514,16699,11572,5,9.917361111111111,210.68055555555554,0.2708333333333333,18.0,0.0,1761.7402597402597,1156.6753246753246,1555.3506493506493,1674.4025974025974,760.9350649350649
2019-10-20,7348.0,4392.0,2956.0,1705.0,751.0,74.0,106.0,193.0,127.0,10,6,45420,21208,16396,35803,13757,9380,6,14.306249999999999,302.19444444444446,0.9291666666666667,0.0,0.0,1503.025974025974,1057.1298701298701,1224.6493506493507,1375.4675324675325,699.2467532467532
2019-10-21,3831.0,2335.0,1496.0,762.0,310.0,9.0,73.0,247.0,95.0,10,0,56945,30754,16764,43169,21247,14473,0,13.331944444444444,237.52777777777777,0.2923611111111111,0.0,0.0,1410.3246753246754,1016.0,1388.6103896103896,1434.2077922077922,720.9090909090909
2019-10-22,9233.0,5211.0,4022.0,2533.0,792.0,105.0,112.0,358.0,122.0,10,1,40834,19023,13642,31166,12506,8355,1,13.990277777777777,191.1875,0.6013888888888889,0.0,0.0,1303.155844155844,910.7402597402597,1303.1948051948052,1185.2987012987012,712.4155844155844
2019-10-23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10,2,56897,31190,15137,42127,21906,15167,2,13.578472222222222,279.11805555555554,0.6194444444444445,0.0,0.0,1556.4935064935064,1021.6103896103896,1345.4935064935064,1415.844155844156,712.3766233766233
2019-10-24,2172.0,1385.0,787.0,423.0,25.0,1.0,49.0,218.0,71.0,10,3,56590,30865,15322,42200,23067,15248,3,12.461111111111112,173.27083333333334,0.43333333333333335,0.0,0.0,1349.1038961038962,1024.987012987013,1267.5584415584415,1384.5324675324675,534.3246753246754
2019-10-25,2102.0,1251.0,851.0,594.0,30.0,13.0,22.0,107.0,85.0,10,4,60396,32223,18680,47510,24453,15955,4,13.506250000000001,149.81944444444446,1.0125000000000002,0.0,0.0,1300.3246753246754,1089.5974025974026,1260.012987012987,1452.012987012987,562.0519480519481
2019-10-26,2752.0,1738.0,1014.0,531.0,232.0,16.0,63.0,59.0,113.0,10,5,50889,22966,20141,41688,17926,11728,5,14.684027777777779,158.11805555555554,0.6513888888888889,0.0,0.0,1217.3246753246754,988.8441558441558,1327.909090909091,1340.2207792207791,537.7532467532468
2019-10-27,6344.0,3914.0,2430.0,1471.0,517.0,67.0,89.0,178.0,108.0,10,6,42978,19367,16197,34925,14431,9353,6,11.715277777777779,252.08333333333334,0.41944444444444445,0.0,0.0,1373.5324675324675,1110.3896103896104,1189.2987012987012,1455.0389610389611,648.8311688311688
2019-10-28,2599.0,1322.0,1277.0,684.0,207.0,3.0,64.0,212.0,107.0,10,0,54388,30556,14556,41331,21628,14404,0,10.211111111111112,220.97916666666666,0.6083333333333333,0.0,0.0,1544.2857142857142,1090.7532467532467,1298.3896103896104,1611.090909090909,764.1038961038961
2019-10-29,1409.0,901.0,508.0,202.0,106.0,1.0,31.0,137.0,31.0,10,1,55224,31140,14618,42323,21525,14888,1,12.975000000000001,160.72222222222223,0.9236111111111112,1.0,0.0,1343.4675324675325,1002.7922077922078,1329.4545454545455,1343.4675324675325,653.1038961038961
2019-10-30,1351.0,927.0,424.0,232.0,13.0,0.0,25.0,72.0,82.0,10,2,54137,30534,15049,42952,21578,15116,2,11.536805555555555,242.71527777777777,0.4013888888888889,1.0,0.0,1541.2857142857142,1036.5324675324675,1375.3896103896104,1531.974025974026,838.9350649350649
2019-10-31,1133.0,700.0,433.0,168.0,37.0,51.0,23.0,104.0,50.0,10,3,55457,30952,15205,43622,22126,14862,3,13.359027777777778,168.54861111111111,0.5666666666666668,0.0,0.0,1295.5714285714287,922.3116883116883,1306.4675324675325,1404.3376623376623,663.2857142857143
2019-11-01,1889.0,1078.0,811.0,469.0,179.0,7.0,21.0,110.0,25.0,11,4,59860,32371,17142,44626,23407,15035,4,11.40763888888889,291.72222222222223,0.6819444444444445,0.5,0.0,1587.6103896103896,1012.7532467532468,1466.0389610389611,1532.5454545454545,901.8441558441558
2019-11-02,4066.0,2490.0,1576.0,931.0,356.0,22.0,62.0,135.0,70.0,11,5,51497,25142,18984,39909,17055,11862,5,10.956944444444444,236.23611111111111,0.4833333333333333,0.5,0.0,1466.4675324675325,900.5844155844156,1353.5064935064936,1520.7792207792209,812.974025974026
2019-11-03,7548.0,4552.0,2996.0,1674.0,831.0,78.0,115.0,174.0,124.0,11,6,45550,19892,17496,36231,14358,9707,6,7.981249999999999,300.625,0.8687499999999999,0.0,0.0,1688.8961038961038,988.5974025974026,1381.8051948051948,1705.090909090909,768.8441558441558
2019-11-04,5434.0,3223.0,2211.0,1274.0,564.0,54.0,70.0,173.0,76.0,11,0,38959,19326,13638,31300,12908,8958,0,7.1618055555555555,291.47222222222223,0.7020833333333334,0.0,0.0,1720.5584415584415,1060.1688311688313,1382.948051948052,1851.4935064935064,777.6623376623377
2019-11-05,1321.0,917.0,404.0,227.0,51.0,4.0,24.0,70.0,28.0,11,1,55109,31321,13969,41444,21401,14928,1,8.348611111111111,242.38194444444446,0.44027777777777777,0.5,0.0,1670.2207792207791,1122.1818181818182,1408.2207792207791,1697.2727272727273,856.5454545454545
2019-11-06,930.0,728.0,202.0,96.0,13.0,12.0,23.0,25.0,33.0,11,2,54976,30786,14297,41717,21518,14616,2,5.8125,292.9513888888889,0.6833333333333333,0.0,0.0,1817.2857142857142,1000.7272727272727,1590.3116883116884,1838.1948051948052,1029.155844155844
2019-11-07,782.0,582.0,200.0,26.0,11.0,83.0,8.0,26.0,46.0,11,3,57385,31918,14971,42649,21430,14610,3,3.7277777777777774,249.30555555555554,0.6881944444444444,11.5,0.0,2075.896103896104,1189.4805194805194,1748.8051948051948,2038.3506493506493,1138.2857142857142
2019-11-08,960.0,615.0,345.0,179.0,86.0,0.0,11.0,18.0,51.0,11,4,61349,33100,17860,46353,22258,15123,4,2.3194444444444446,240.04166666666666,0.4166666666666667,0.5,0.0,1986.935064935065,1144.7272727272727,1695.0389610389611,2101.0,1166.3506493506493
2019-11-09,2080.0,1460.0,620.0,311.0,168.0,21.0,24.0,39.0,57.0,11,5,52415,24379,19355,41391,17545,11695,5,3.4118055555555555,272.0416666666667,0.49374999999999997,0.0,0.0,1955.1038961038962,1127.3246753246754,1578.4675324675325,1913.6883116883116,1045.922077922078
2019-11-10,3752.0,2421.0,1331.0,791.0,316.0,34.0,47.0,77.0,66.0,11,6,40953,19707,14956,33010,13288,8889,6,4.721527777777777,244.14583333333334,0.48888888888888893,0.0,0.0,1782.2077922077922,991.7272727272727,1398.3116883116884,1829.1818181818182,967.7142857142857
2019-11-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,0,55615,31453,14356,41501,20946,14626,0,8.40763888888889,182.3125,0.5770833333333333,1.0,0.0,1688.8051948051948,1085.935064935065,1492.5454545454545,1619.7402597402597,877.012987012987
2019-11-12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,1,55308,31148,14732,41186,20983,14362,1,8.707638888888889,313.1458333333333,0.8236111111111111,2.0,0.0,1689.987012987013,989.3116883116883,1546.3636363636363,1495.5974025974026,901.8181818181819
2019-11-13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,60387,36002,16365,44166,21858,15677,2,8.386111111111111,183.70833333333334,0.5569444444444445,0.0,0.0,1602.5064935064936,988.7532467532468,1445.1038961038962,1596.8181818181818,898.4155844155844
2019-11-14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,3,63007,48392,17121,46960,22740,18957,3,4.595138888888889,253.14583333333334,0.9965277777777778,3.5,0.0,2050.2077922077924,1103.974025974026,1736.2077922077922,1839.5324675324675,1128.5844155844156
2019-11-15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,4,69679,51618,23050,52416,24297,19113,4,-1.1368055555555554,230.26388888888889,0.45972222222222225,6.0,5.277777777777778,2347.6623376623374,1201.7792207792209,2013.4805194805194,2059.090909090909,1258.4025974025974
2019-11-16,1849.0,1338.0,511.0,227.0,149.0,18.0,28.0,17.0,72.0,11,5,58727,41992,25119,47562,19090,15518,5,-0.0798611111111111,273.4166666666667,0.5819444444444444,1.5,3.888888888888889,2293.7662337662337,1198.6103896103896,1893.6233766233765,1687.7922077922078,1073.1168831168832
2019-11-17,1889.0,1455.0,434.0,212.0,98.0,31.0,24.0,15.0,54.0,11,6,46390,21618,18136,37692,14510,10199,6,-0.6125,292.18055555555554,0.7333333333333333,1.5,4.458333333333333,2121.844155844156,1070.4285714285713,1787.3116883116884,1553.064935064935,1046.1298701298701
2019-11-18,499.0,329.0,170.0,29.0,102.0,6.0,4.0,9.0,20.0,11,0,56854,32221,14561,41709,21249,14875,0,4.388888888888889,177.20833333333334,0.6152777777777777,10.5,1.2291666666666667,2025.142857142857,1175.4025974025974,1772.1038961038962,1655.7922077922078,968.0
2019-11-19,854.0,631.0,223.0,131.0,22.0,2.0,11.0,33.0,24.0,11,1,56503,33015,15315,42982,21670,15322,1,2.229861111111111,282.8611111111111,0.64375,0.0,0.0,2114.4675324675327,1115.3506493506493,1807.2467532467533,1505.8831168831168,1060.5844155844156
2019-11-20,551.0,455.0,96.0,68.0,10.0,1.0,4.0,7.0,6.0,11,2,58803,32564,15576,44887,22745,15753,2,-1.0701388888888888,308.11805555555554,0.8222222222222223,0.5,1.5902777777777777,2351.844155844156,1103.155844155844,2022.2207792207791,1788.8181818181818,1081.4675324675325
2019-11-21,631.0,485.0,146.0,80.0,10.0,6.0,7.0,15.0,28.0,11,3,61267,33006,16237,45102,23117,15496,3,1.4812500000000002,296.50694444444446,0.6361111111111112,0.0,0.4513888888888889,2220.012987012987,1109.077922077922,1902.4285714285713,1671.6363636363637,1046.922077922078
2019-11-22,1069.0,621.0,448.0,206.0,40.0,89.0,18.0,46.0,49.0,11,4,67647,34341,20581,50383,24299,16016,4,2.714583333333333,207.61111111111111,0.27569444444444446,0.0,0.0,2021.6493506493507,1244.0389610389611,1753.1818181818182,1615.3246753246754,962.3506493506494
2019-11-23,3742.0,2377.0,1365.0,877.0,234.0,32.0,60.0,108.0,54.0,11,5,54887,25522,21828,44986,18679,12530,5,6.636111111111111,191.40277777777777,0.6284722222222222,0.0,0.0,1754.0389610389611,1104.7662337662337,1580.5584415584415,1621.6493506493507,681.3246753246754
2019-11-24,4422.0,2661.0,1761.0,1191.0,291.0,51.0,44.0,95.0,89.0,11,6,43280,22848,16137,36134,15134,10133,6,12.125694444444443,181.79166666666666,0.726388888888889,0.0,0.0,1528.077922077922,1047.5584415584415,1379.4415584415585,1337.844155844156,801.7922077922078
2019-11-25,486.0,287.0,199.0,36.0,22.0,0.0,3.0,6.0,132.0,11,0,58051,32827,15375,44338,22401,15253,0,1.6930555555555555,319.4583333333333,1.11875,17.0,2.798611111111111,2306.987012987013,1224.4545454545455,1972.025974025974,1759.6103896103896,1012.8701298701299
2019-11-26,831.0,569.0,262.0,69.0,109.0,0.0,5.0,40.0,39.0,11,1,59237,33171,16024,46089,23327,15972,1,0.25902777777777775,219.04166666666666,0.30069444444444443,0.0,2.826388888888889,2191.2337662337663,1162.7142857142858,1889.7272727272727,1689.4675324675325,1044.857142857143
2019-11-27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11,2,58801,32856,16177,45729,23139,15723,2,1.68125,219.02083333333334,0.9458333333333333,0.5,0.5,2194.12987012987,1132.7922077922078,1878.8181818181818,1707.4545454545455,952.5844155844156
2019-11-28,445.0,367.0,78.0,50.0,8.0,0.0,3.0,8.0,9.0,11,3,61256,33671,17017,46828,23076,15950,3,-3.5479166666666666,288.52777777777777,0.6909722222222222,3.5,3.111111111111111,2389.090909090909,1303.8961038961038,2274.0,1470.7272727272727,1206.6363636363637
2019-11-29,561.0,452.0,109.0,70.0,9.0,2.0,3.0,6.0,19.0,11,4,68523,35370,20988,52233,25176,16557,4,-2.1430555555555557,233.90277777777777,0.3611111111111111,0.0,5.041666666666667,2405.883116883117,1350.012987012987,2104.6753246753246,1456.1038961038962,1268.6233766233765
2019-11-30,1466.0,1063.0,403.0,213.0,85.0,15.0,18.0,31.0,41.0,11,5,58475,29224,22865,48201,20470,13857,5,0.11527777777777778,265.3333333333333,0.5930555555555556,0.5,5.069444444444445,2327.194805194805,1317.5324675324675,1914.7402597402597,1464.4025974025974,1042.7402597402597
2019-12-01,1123.0,804.0,319.0,161.0,69.0,20.0,16.0,13.0,40.0,12,6,45126,21799,16668,36826,14276,10107,6,3.177777777777778,186.66666666666666,0.5083333333333333,0.5,2.076388888888889,2102.155844155844,1277.4415584415585,1730.6493506493507,1354.051948051948,982.5714285714286
2019-12-02,356.0,283.0,73.0,36.0,16.0,2.0,6.0,3.0,10.0,12,0,58264,32871,14979,43103,21876,15366,0,3.8520833333333337,245.32638888888889,0.4173611111111111,20.0,0.0,2126.6753246753246,1349.5974025974026,1882.2207792207791,1336.2337662337663,1160.142857142857
2019-12-03,541.0,384.0,157.0,47.0,84.0,2.0,3.0,11.0,10.0,12,1,59521,33459,15700,45638,22526,15941,1,-1.1354166666666667,280.72222222222223,0.5680555555555555,3.5,1.2847222222222223,2312.8571428571427,1318.6883116883116,2105.3506493506493,1453.0,1200.4545454545455
2019-12-04,491.0,400.0,91.0,34.0,14.0,14.0,8.0,13.0,8.0,12,2,60085,33514,16359,46054,22865,16105,2,-5.170138888888889,251.34027777777777,0.46041666666666664,3.0,7.486111111111111,2162.3246753246754,1213.7922077922078,1924.909090909091,1589.8701298701299,1169.6883116883116
2019-12-05,701.0,570.0,131.0,76.0,26.0,2.0,11.0,5.0,11.0,12,3,63384,34050,17723,47948,23449,16378,3,-3.529166666666667,255.47222222222223,0.5006944444444444,0.0,4.638888888888889,1977.5844155844156,1102.6493506493507,1728.2077922077922,1568.4545454545455,1183.844155844156
2019-12-06,671.0,528.0,143.0,80.0,22.0,3.0,9.0,13.0,16.0,12,4,68004,37444,22372,53038,25248,17559,4,-3.423611111111111,244.30555555555554,0.31180555555555556,0.0,4.013888888888889,2422.961038961039,1286.090909090909,2113.4285714285716,1823.5714285714287,1153.5194805194806
2019-12-07,1479.0,1049.0,430.0,261.0,77.0,13.0,24.0,20.0,35.0,12,5,61375,34099,25273,52003,21003,15869,5,-0.9152777777777779,190.625,0.6666666666666666,0.0,4.284722222222222,2305.4935064935066,1427.2467532467533,1961.6363636363637,1720.012987012987,999.8311688311688
2019-12-08,1516.0,1093.0,423.0,225.0,102.0,24.0,17.0,18.0,37.0,12,6,46958,21225,17866,38536,14985,10523,6,-4.6819444444444445,318.7291666666667,1.0006944444444443,0.0,6.0625,2314.155844155844,1369.1298701298701,2038.8181818181818,1778.2727272727273,1039.6883116883116
2019-12-09,822.0,663.0,159.0,81.0,43.0,7.0,5.0,14.0,9.0,12,0,60217,33506,16183,45587,22895,15696,0,-1.7993055555555557,183.09722222222223,0.4166666666666667,0.0,6.201388888888889,2276.5974025974024,1167.7402597402597,1945.2467532467533,1662.7662337662337,1044.6883116883116
2019-12-10,752.0,549.0,203.0,121.0,34.0,4.0,8.0,21.0,15.0,12,1,60315,33402,17345,46755,23352,15820,1,6.495833333333334,184.40972222222223,0.5951388888888889,0.0,2.3402777777777777,1927.7922077922078,1336.1688311688313,1876.3376623376623,1438.9610389610389,890.2337662337662
2019-12-11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,60102,33243,17947,46748,23104,15766,2,7.001388888888889,234.35416666666666,0.29305555555555557,0.0,0.0,1870.2857142857142,1267.1818181818182,1730.7662337662337,1388.7792207792209,882.9090909090909
2019-12-12,942.0,791.0,151.0,82.0,34.0,0.0,8.0,4.0,23.0,12,3,62235,33770,18124,47330,23334,15930,3,3.0993055555555555,258.875,0.995138888888889,4.5,0.09722222222222222,2161.051948051948,1433.2987012987012,2004.155844155844,1665.6753246753246,964.7142857142857
2019-12-13,677.0,556.0,121.0,73.0,26.0,4.0,7.0,6.0,5.0,12,4,69692,35925,23950,54762,25592,16763,4,0.08402777777777778,271.8125,0.6659722222222223,0.0,0.041666666666666664,2266.7402597402597,1357.2857142857142,1955.3896103896104,1730.8051948051948,1085.3506493506493
2019-12-14,1425.0,1087.0,338.0,160.0,79.0,18.0,14.0,15.0,52.0,12,5,63677,34075,26447,52639,21463,15302,5,1.4229166666666666,279.13194444444446,0.7944444444444445,1.0,0.1388888888888889,2293.1688311688313,1474.6623376623377,2084.051948051948,1742.1948051948052,913.8571428571429
2019-12-15,1533.0,1101.0,432.0,238.0,104.0,15.0,13.0,13.0,49.0,12,6,50943,22261,19182,42532,16457,10884,6,-1.4680555555555557,294.47222222222223,0.9493055555555555,0.0,2.8194444444444446,2278.909090909091,1306.1038961038962,2047.064935064935,1819.3376623376623,966.4805194805194
2019-12-16,981.0,783.0,198.0,140.0,21.0,4.0,8.0,10.0,15.0,12,0,61626,33722,17504,47137,23727,16040,0,0.9569444444444445,194.86805555555554,0.28125,0.0,0.9375,2151.2337662337663,1475.2077922077922,1873.2987012987012,1642.3376623376623,961.2207792207793
2019-12-17,648.0,507.0,141.0,87.0,17.0,3.0,6.0,13.0,15.0,12,1,61494,33688,17897,47603,23074,15787,1,5.173611111111111,197.22222222222223,0.5347222222222222,0.5,0.0,1939.5064935064936,1436.1688311688313,1844.987012987013,1501.4545454545455,864.7272727272727
2019-12-18,610.0,463.0,147.0,80.0,21.0,3.0,11.0,9.0,23.0,12,2,62499,33793,18803,48826,23432,16001,2,1.61875,325.4861111111111,1.1784722222222221,0.5,0.0,2271.194805194805,1419.909090909091,2101.155844155844,1603.3896103896104,993.8441558441558
2019-12-19,738.0,541.0,197.0,90.0,29.0,7.0,9.0,15.0,47.0,12,3,63424,33918,18957,49721,24069,16118,3,-1.8055555555555556,272.44444444444446,0.40625,0.0,0.0,2304.4805194805194,1291.6363636363637,2018.5714285714287,1754.2337662337663,997.8311688311688
2019-12-20,597.0,500.0,97.0,49.0,25.0,7.0,5.0,6.0,5.0,12,4,71330,36386,24446,57240,25666,16963,4,-3.1236111111111113,285.2708333333333,0.79375,0.5,1.7847222222222223,2401.4545454545455,1470.0389610389611,2273.961038961039,1922.857142857143,1053.987012987013
2019-12-21,1389.0,1005.0,384.0,181.0,119.0,21.0,13.0,24.0,26.0,12,5,64748,28917,25315,53601,22143,14320,5,-1.4118055555555555,205.6875,0.5611111111111111,0.0,1.4930555555555556,2319.948051948052,1384.1168831168832,2048.220779220779,1748.090909090909,887.6883116883117
2019-12-22,1686.0,1247.0,439.0,258.0,79.0,24.0,16.0,27.0,35.0,12,6,50835,22637,19041,41949,16782,10913,6,-1.8444444444444446,292.86805555555554,0.5666666666666667,0.0,2.0,2263.2727272727275,1254.8051948051948,1999.7792207792209,1710.4935064935064,882.4415584415584
2019-12-23,1048.0,729.0,319.0,190.0,70.0,12.0,5.0,20.0,22.0,12,0,65146,34100,18584,48937,24154,16270,0,-3.831944444444444,290.1736111111111,0.5979166666666667,0.0,2.0,2319.116883116883,1347.0,2121.2337662337663,1702.6233766233765,1037.3376623376623
2019-12-24,906.0,696.0,210.0,135.0,33.0,10.0,5.0,11.0,16.0,12,1,66273,35160,17231,50448,24879,17436,1,-5.079166666666667,316.30555555555554,0.9131944444444444,0.0,2.0,2407.7662337662337,1514.5194805194806,2222.3506493506493,1781.155844155844,1157.3636363636363
2019-12-25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,2,68782,35772,19103,53228,26021,17799,2,-3.3020833333333335,265.1736111111111,0.5263888888888889,0.0,2.111111111111111,2389.3376623376626,1522.4415584415585,2173.025974025974,1739.3766233766235,1084.077922077922
2019-12-26,1491.0,975.0,508.0,253.0,145.0,35.0,20.0,26.0,29.0,12,3,66092,33155,21985,51883,25151,16893,3,-2.8805555555555555,207.99305555555554,0.2701388888888889,0.5,5.472222222222222,2329.87012987013,1391.2467532467533,2131.8311688311687,1679.1168831168832,1013.1688311688312
2019-12-27,1445.0,994.0,451.0,191.0,140.0,51.0,19.0,23.0,27.0,12,4,66811,32037,25402,53999,24073,15979,4,-2.723611111111111,258.6458333333333,0.6756944444444444,0.0,6.958333333333333,2394.961038961039,1519.3246753246754,2251.805194805195,1650.7402597402597,1010.6103896103896
2019-12-28,2079.0,1430.0,649.0,339.0,164.0,44.0,30.0,40.0,32.0,12,5,55708,23974,25584,45997,17469,11726,5,-4.645833333333333,235.39583333333334,0.29444444444444445,5.5,12.631944444444445,2341.5974025974024,1533.1688311688313,2095.3636363636365,1565.7012987012988,930.7012987012987
2019-12-29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,6,48930,20347,21707,38453,13795,9377,6,-2.698611111111111,284.19444444444446,0.5736111111111111,0.0,10.930555555555555,2295.5454545454545,1496.3506493506493,1983.2467532467533,1455.1168831168832,957.5064935064935
2019-12-30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0,45468,18908,19093,35013,13560,8624,0,1.5215277777777778,153.38888888888889,0.9944444444444444,0.0,6.5,2161.4155844155844,1379.2337662337663,1808.6753246753246,1551.6363636363637,827.3896103896104
2019-12-31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,1,30787,12628,12559,20019,8817,5591,1,-0.8180555555555555,282.52777777777777,0.9215277777777777,2.5,0.2569444444444444,2193.246753246753,1335.4415584415585,1800.8701298701299,1252.6493506493507,894.8571428571429
2020-01-01,2736.0,2011.0,725.0,320.0,171.0,55.0,44.0,92.0,43.0,1,2,22906,8243,9215,13539,5182,3016,2,-5.8805555555555555,240.20138888888889,0.3770833333333334,1.0,3.0833333333333335,2277.688311688312,1326.5844155844156,1696.8181818181818,1256.0389610389611,1035.3896103896104
2020-01-02,3188.0,2117.0,1071.0,504.0,271.0,65.0,41.0,66.0,124.0,1,3,54501,22040,15725,35815,12975,8616,3,-3.9166666666666665,260.63194444444446,0.5506944444444444,0.0,3.5555555555555554,2318.7662337662337,1489.8961038961038,1886.025974025974,1500.2857142857142,958.4675324675325
2020-01-03,3852.0,2491.0,1361.0,685.0,310.0,69.0,74.0,159.0,64.0,1,4,49965,20354,16934,34801,12541,8215,4,-2.53125,280.2708333333333,0.7583333333333333,0.0,2.9305555555555554,2301.0,1539.2857142857142,1932.974025974026,1496.6493506493507,945.012987012987
2020-01-04,2429.0,1594.0,835.0,436.0,184.0,57.0,43.0,74.0,41.0,1,5,51697,22236,18753,39331,15036,10019,5,-4.863888888888889,296.34027777777777,0.6868055555555556,0.0,4.743055555555555,2344.4155844155844,1563.5714285714287,1942.3766233766235,1553.6883116883116,969.3636363636364
2020-01-05,1814.0,1173.0,641.0,303.0,198.0,26.0,27.0,44.0,43.0,1,6,43732,19419,15983,35061,13264,8876,6,-4.374305555555555,267.2361111111111,0.6847222222222222,0.0,5.645833333333333,2284.779220779221,1436.948051948052,1855.7272727272727,1441.1038961038962,949.4805194805194
2020-01-06,931.0,544.0,387.0,124.0,140.0,50.0,13.0,18.0,42.0,1,0,58825,30213,17221,46106,23569,15441,0,-0.911111111111111,324.8125,1.484027777777778,0.0,6.520833333333333,2328.051948051948,1460.5584415584415,2084.5324675324673,1540.012987012987,1024.0389610389611
